Label,CAGR,Volatility,Sharpe,Max DD,Calmar,Pct Invested
JM Strategy,0.09325206746141657,0.10384135658642425,0.910673179359712,-0.126194264715365,0.738956462655014,0.7178612059158134
v6 AR-first Cascade,0.056344889432046186,0.08952352910405466,0.6571348322678384,-0.09174944322867568,0.6141169629946699,0.5779294653014789
Buy & Hold,0.18494467854045737,0.16640384566242844,1.1029534891429513,-0.19208988026015644,0.9628028206898668,0.9977246871444824
