Label,CAGR,Volatility,Sharpe,Max DD,Calmar,Pct Invested
JM Strategy,0.08381563800390457,0.10556137633355113,0.8154322911467298,-0.11824690979590144,0.7088188448101813,0.7178612059158134
JM + AR Asymmetric (v4),0.03724422328757826,0.08571810571462783,0.4695322049592975,-0.10396058231487326,0.3582533154227039,0.5870307167235495
Buy & Hold,0.18494467854045737,0.16640384566242844,1.1029534891429513,-0.19208988026015644,0.9628028206898668,0.9977246871444824
