Label,CAGR,Volatility,Sharpe,Max DD,Calmar,Pct Invested
JM Strategy,0.0678672819545465,0.10412805202710272,0.6827721027425662,-0.15216545199333062,0.4460097943751457,0.6996587030716723
v6_final PIT Cascade,0.039970390829206615,0.09428223721524452,0.4628703305114682,-0.10424798611789877,0.383416431507869,0.5790671217292378
Buy & Hold,0.18494467854045737,0.16640384566242844,1.1029534891429513,-0.19208988026015644,0.9628028206898668,0.9977246871444824
