Label,CAGR,Volatility,Sharpe,Max DD,Calmar,Pct Invested
JM Strategy,0.10374840983445743,0.10900526938129099,0.9603931261542732,-0.1248714538618939,0.8308416906012942,0.7246871444823664
v5 Hybrid (v1 regime + v4 overlay),0.06749062892614166,0.1001527673536014,0.7024325025119007,-0.12487145386189434,0.54048084521211,0.6598407281001137
Buy & Hold,0.18494467854045737,0.16640384566242844,1.1029534891429513,-0.19208988026015644,0.9628028206898668,0.9977246871444824
