,AR
2022-03-30,0.3601123541319277
2022-03-31,0.3622163875667923
2022-04-01,0.3616607014003767
2022-04-04,0.35798481675134447
2022-04-05,0.3574118858283486
2022-04-06,0.3602935127529924
2022-04-07,0.36152205111963515
2022-04-08,0.3597209273809416
2022-04-11,0.35977662396628857
2022-04-12,0.3591350102920004
2022-04-13,0.3591679059788163
2022-04-14,0.36139503998070843
2022-04-18,0.3604776877037727
2022-04-19,0.36008229474332637
2022-04-20,0.3636124538324282
2022-04-21,0.3627687365029282
2022-04-22,0.3633869028918446
2022-04-25,0.36728552284356836
2022-04-26,0.3679866845060675
2022-04-27,0.3734776773167497
2022-04-28,0.373497053596483
2022-04-29,0.37383416152409377
2022-05-02,0.3771076088038726
2022-05-03,0.37949506049552995
2022-05-04,0.3764869879058735
2022-05-05,0.38245398437377387
2022-05-06,0.38981516110145775
2022-05-09,0.3905345019374477
2022-05-10,0.39442395286012366
2022-05-11,0.39280453173953206
2022-05-12,0.3952033575578419
2022-05-13,0.39585665268872755
2022-05-16,0.4014281315555599
2022-05-17,0.4017345563591715
2022-05-18,0.40824685025070456
2022-05-19,0.41363164936485575
2022-05-20,0.41322675643552387
2022-05-23,0.41309422263331996
2022-05-24,0.4135031548783321
2022-05-25,0.41383982343415626
2022-05-26,0.41597907694507646
2022-05-27,0.4201196319104197
2022-05-31,0.4171334343383297
